LEU3N1	LEU3N2	LEU3N3	LEU3N4	LEU2N1	LEU2N2	LEU2N3	LEU2N4	WBC1	WBC2	WBC3	WBC4	RBC1	RBC2	RBC3	RBC4	PLATE1	PLATE2	PLATE3	PLATE4	age	white	college	A1	A2	A3
1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0
1	0	1	1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1
1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1
1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0
0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	1
0	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0
0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0
0	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1
1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0
0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0
1	1	1	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1
0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1
0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0
1	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0
1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0
0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0	0	1	1	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1	0	1
1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	0	1	0	1	1
0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0
1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1
1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0
0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0
1	1	1	1	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	1
0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	1
0	0	1	1	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1
0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0
0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1
0	0	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0
0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0
1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1
0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1
0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
1	0	1	1	0	1	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1
0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1
0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0
0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1
0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0	0	1	1	0	0	1	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1
0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0
0	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0
0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
0	1	1	1	0	0	1	0	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	1	0	1
1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0
1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1
0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0
0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0	1	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0
0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1
0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	0
1	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	0
0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0
1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1
1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0
1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	1
1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	1	1	0
0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	1	1	1	1
0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1
0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0
0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1
0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	0	1
1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1
1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1
0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0
1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1
0	0	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0
0	0	1	1	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	1	1
1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1
0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1
1	1	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1
1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1
0	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1
0	1	1	1	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1
0	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	1	1	1	1
1	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1
0	0	1	1	0	1	1	1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1
0	0	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1
1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0
0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1
0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1
1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1
0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	0
0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1
0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
0	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	0	0	1	1	1	1
0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1
0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0
0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0
0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0
1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1
0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0
0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	0
0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1
1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	0	0	0	0	1	0	1
0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0
0	0	1	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1
1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	0	1
1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1
1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0
0	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	1
1	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	0	1	1	0
1	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1
0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1
0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1
0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1
1	0	1	1	0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0
1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0
1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0
1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1
0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0
0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1
0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0
0	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1
0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1
0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1
1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1
0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
0	1	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1
0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0	1	1	1	0	0	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	1	0	1
0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1
0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0
1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1
1	1	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0
0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1
0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1
0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1
1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1
0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1
1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1
0	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1
1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1
0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0
0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1
1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1
0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0
0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1
1	1	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1
0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0
1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	0
0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0
0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1
0	1	1	1	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1
1	1	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1
0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0
0	1	1	1	1	0	1	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1
0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1
1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0
0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0
1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1
0	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1
0	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1
0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0
0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0
0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
0	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1	0	1
1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1
1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1
0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	0	0
1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1
0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1
0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0
0	0	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	1	1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0
0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1
0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	1
0	1	1	1	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1
0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1
0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	1	0	1
0	1	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0
1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1
0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	1	0
0	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1
0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0
0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0
0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1
0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0
0	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1
0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0
1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0
0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
0	0	1	1	0	1	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1
1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	1
0	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0
0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	1
0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1
0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1
0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1
1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0
0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0
1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1
0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0
0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	1	1	1	1
0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	1
1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0
0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0
1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	1	1
0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1
1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1
0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1
0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1
0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	1	0
1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1
0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	1	1	0
0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	0	1	1
0	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1
1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0
1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1
0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	1
